english|hindi|type|pronunciation
obscure_8|xurboXa_2|adjective|
obscure_9|xurUha_2|adjective|
indirect_1|apraswuwa_2|adjective|kasetsu
indirect_2|aprawyakRa_2|adjective|kasetsu
indirect_3|lakRaNAwmaka_3|adjective|kasetsu
indirect_4|parokRa_5|adjective|kasetsu
indirect_5|pracCanna_6|adjective|kasetsu
indirectness_1|apraswuwi_1|noun|
immigration_1|ApravAsa_1|noun|
bewildered_1|aprawiBa_1|verb|
bewildered_2|uxBrAMwa_1|verb|
bewildered_3|vikRipwa_1|verb|
unconditional_1|aprawibaMXa_1|noun|
unconditional_2|nirupAXi_1|noun|
uncommitted_1|aprawibaxXa_1|verb|
uncommitted_2|asaMga_2|verb|
unhindered_1|aprawihawa_2|verb|
unresisted_1|aprawihawa_3|verb|
disrepute_1|aprawiRTA_2|noun|
disrepute_2|baxanAmI_3|noun|
disrepute_3|kunAma_3|noun|
disrepute_4|xuRkIrwi_2|noun|
ignominy_1|aprawiRTA_3|noun|
disreputed_1|aprawiRTiwa_2|noun|
disreputed_2|baxanAma_1|noun|
ignominious_1|aprawiRTiwa_3|noun|
unestablished_1|aprawiRTiwa_4|verb|
inapparent_1|aprawyakRa_3|noun|
indirectly_1|aprawyakRa+yA+parokRa+rUpa+se_1|adjective|
subsidiary_1|apraXAna_2|adjective|hojo
subsidiary_2|gONa_2|adjective|hojo
subsidiary_3|upasaMgI_1|adjective|hojo
minor_6|apraXAna_3|adjective|chiisana,biryou,maina-,karui
minor_7|avayaska_1|adjective|chiisana,biryou,maina-,karui
minor_8|gONa_3|adjective|chiisana,biryou,maina-,karui
disuse_1|aprayoga_1|noun|
addressee_1|ApreRaka_1|noun|uketorinin
addressee_2|ApreRI_1|noun|uketorinin
addressee_3|jisako+pawra+liKA+jAe_1|noun|uketorinin
forbidding_1|aprIwikara_1|adjective|
forbidding_2|niReXAwmaka_1|adjective|
unpleasant_1|apriya_1|adjective|fukai,fuyukai
unpleasant_2|asOmya_2|adjective|fukai,fuyukai
unpleasant_3|kadZavA_1|adjective|fukai,fuyukai
unpleasant_4|katu_1|adjective|fukai,fuyukai
unpleasant_5|parURa_3|adjective|fukai,fuyukai
ill-tongued_1|apriyavAxI_1|verb|
ill-tongued_2|baxajZabAna_1|verb|
shit_1|apriya+vyakwi_1|noun|
unpleasantness_1|apriyawA_1|noun|
unpleasantness_2|baxamajZagI_1|noun|
unpleasantness_3|bemajZagI_1|noun|
unpleasantness_4|kadZavAhata_1|noun|
offensiveness_1|apriyawA_2|noun|
disagreeability_1|apriyawA_3|noun|
fairy_1|apsarA_1|noun|yousei
fairy_2|parI_1|noun|yousei
nymph_1|apsarA_2|noun|youchuu
nymph_2|parI_2|noun|youchuu
nymph_3|xevabAlA_1|noun|youchuu
nymph_4|xevakanyA_1|noun|youchuu
nymph_5|xivyAMganA_1|noun|youchuu
kiosk_1|A+public+telephone+box_1|noun|baiten
kiosk_2|gumatI_1|noun|baiten
kiosk_3|KoKA_1|noun|baiten
kiosk_4|kuSka_1|noun|baiten
full_1|ApUriwa_1|adjective|manin,kuwashii,tappuri,ippai,fukuyoka,juujitsushita
full_2|BarA_1|adjective|manin,kuwashii,tappuri,ippai,fukuyoka,juujitsushita
full_3|pUrA_5|adjective|manin,kuwashii,tappuri,ippai,fukuyoka,juujitsushita
full_4|pUrNa_4|adjective|manin,kuwashii,tappuri,ippai,fukuyoka,juujitsushita
fulfilled_1|ApUriwa_2|verb|
fulfilled_2|kqwakArya_1|verb|
fulfilled_3|kqwakqwya_1|verb|
fulfilled_4|nihAla_2|verb|
fulfilled_5|Paliwa_1|verb|
fulfilled_6|pariwqpwa_1|verb|
fulfilled_7|pariwuRta_1|verb|
fulfilled_8|pUriwa_1|verb|
fulfilled_9|pUrNASa_1|verb|
fulfilled_10|sanAWa_1|verb|
fulfilled_11|wqpwa_1|verb|
incomplete_1|apUrNa_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_2|asamApwa_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_3|asaMpUrNa_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_4|asixXa_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_5|aXakacarA_2|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_6|aXUrA_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_7|aXurA_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_8|kaccA_9|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
incomplete_9|sAvaSeRa_1|adjective|fuzen,fukanzen,chuutohanpa,mikanno,mikanseino
unfinished_1|apUrNa_2|adjective|
unfinished_2|asamApwa_2|adjective|
unfinished_3|aXurA_2|adjective|
unfinished_4|kaccA_10|adjective|
imperfect_1|apUrNa_3|adjective|fuzen,fujuubun,itaranai
imperfect_2|asaMpUrNa_2|adjective|fuzen,fujuubun,itaranai
imperfect_3|kaccA_11|adjective|fuzen,fujuubun,itaranai
imperfect_4|wruwipUrNa_1|adjective|fuzen,fujuubun,itaranai
deficient_1|apUrNa_4|adjective|fusoku
deficient_2|hIna_2|adjective|fusoku
deficient_3|kama_3|adjective|fusoku
deficient_4|nyUna_3|adjective|fusoku
unnourished_1|apuRta_2|verb|
stunted_1|apuRta_3|noun|
stunted_2|kuMTiwa_1|noun|
fulfilment_1|ApUrwi_1|noun|
fulfilment_2|axAyagI_1|noun|
fulfilment_3|carIwArWawA_2|noun|
fulfilment_4|pariwoRa_1|noun|
fulfilment_5|pariwqpwawqpwi_1|noun|
fulfilment_6|pariwuRtawuRti_1|noun|
fulfilment_7|pUrwi_2|noun|
fulfilment_8|saMpUrwi_3|noun|
fulfilment_9|sixXi_1|noun|
fulfilment_10|wqpwi_1|noun|
trusted_1|Apwa_1|verb|
trusted_2|nyaswa_1|verb|
trustworthy_1|Apwa_2|adjective|shinraidekiru
trustworthy_2|mAwabara_1|adjective|shinraidekiru
trustworthy_3|mowabara_1|adjective|shinraidekiru
trustworthy_4|muswanaxa_1|adjective|shinraidekiru
trustworthy_5|viSvasanIya_1|adjective|shinraidekiru
trustworthy_6|viSvAsayogya_1|adjective|shinraidekiru
respected_1|Apwa_3|verb|
respected_2|Axqwa_1|verb|
respected_3|bujZurga_1|verb|
respected_4|mAnya_1|verb|
respected_5|muhawarama_1|verb|
respected_6|pUjiwa_1|verb|
respected_7|samAxqwa_1|verb|
respected_8|sammAniwa_1|verb|
respected_9|vara_1|verb|
motto_1|Apwokwi_1|noun|hyougo,motto-
motto_2|AxarSokwi_1|noun|hyougo,motto-
confusion_1|aPZarA-waPZarI_1|noun|konran
confusion_2|Brama_1|noun|konran
confusion_3|cakkara_2|noun|konran
confusion_4|gadamada_1|noun|konran
confusion_5|gadZabadZa_2|noun|konran
confusion_6|gadZabadZaJAlA_1|noun|konran
confusion_7|GapalA_2|noun|konran
confusion_8|golamAla_1|noun|konran
confusion_9|GotAlA_2|noun|konran
confusion_10|mawiBrama_1|noun|konran
confusion_11|mawiBrAMwI_1|noun|konran
confusion_12|pariBrama_1|noun|konran
confusion_13|saMBrama_1|noun|konran
confusion_14|uwpAwa_1|noun|konran
confusion_15|viBrama_2|noun|konran
confusion_16|viBrAta_2|noun|konran
story_1|aPZasAnA_2|noun|monogatari,hanashi,suto-ri-,kai
story_2|galpa_2|noun|monogatari,hanashi,suto-ri-,kai
story_3|kahAnI_2|noun|monogatari,hanashi,suto-ri-,kai
story_4|kaWA_3|noun|monogatari,hanashi,suto-ri-,kai
story_5|kZissA_2|noun|monogatari,hanashi,suto-ri-,kai
story_6|PZasAnA_1|noun|monogatari,hanashi,suto-ri-,kai
story-teller_1|aPZasAnAgo_1|noun|
officialism_1|aPZasarI_1|noun|
grief_1|aPZasosa_2|noun|kanashimi
grief_2|gZama_2|noun|kanashimi
grief_3|haMwa_1|noun|kanashimi
grief_4|mAwama_1|noun|kanashimi
grief_5|oPZa_2|noun|kanashimi
grief_6|raMja_2|noun|kanashimi
grief_7|saMwApa_3|noun|kanashimi
grief_8|Soka_2|noun|kanashimi
grief_9|SUla_2|noun|kanashimi
grief_10|xuHKa_4|noun|kanashimi
regret_1|aPZasosa_3|noun|
regret_2|haMwa_2|noun|
regret_3|Kexa_2|noun|
regret_4|malAla_2|noun|
sorrowful_1|aPZasosanAka_1|noun|
sorrowful_2|gZamanAka_2|noun|
sorrowful_3|Sokajanaka_1|noun|
sorrowful_4|xuHKAwmaka_1|noun|
sorrowful_5|xuHKI_2|noun|
sorrowful_6|xuHKiwa_2|noun|
rumour_1|aPZavAha_1|noun|
rumour_2|carcA_1|noun|
rumour_3|janaSruwi_2|noun|
rumour_4|kiMvaxaMwI_2|noun|
rumour_5|lokapravAxa_1|noun|
rumour_6|lokavAxa_1|noun|
rumour_7|pravAxa_3|noun|
trouble_1|APZawa_3|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_2|aSAnwi_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_3|baKedZA_3|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_4|bAXA_5|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_5|bipawA_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_6|garxiSa_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_7|jaMjAla_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_8|JaMJata_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_9|jZahamawa_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_10|kaRta_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_11|kaTinawA_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_12|pacadZA_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_13|pareSAnI_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_14|rulA_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_15|sawA_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_16|sAzsawa_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_17|wakalIPa_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_18|wakalIPZa_2|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_19|wavAlawa_1|noun|shinpaigoto,kurounotane,shougai,toraburu
trouble_20|xikZkZawa_2|noun|shinpaigoto,kurounotane,shougai,toraburu
opium-eater_1|aPZImacI_1|noun|
office_1|APZisa_1|noun|juimusho,shokuba
office_2|kAryAlaya_1|noun|juimusho,shokuba
office_3|manasava_1|noun|juimusho,shokuba
office_4|ohaxexArI_1|noun|juimusho,shokuba
office_5|oYPisa_1|noun|juimusho,shokuba
office_6|oYPZisa_1|noun|juimusho,shokuba
office_7|paxa_3|noun|juimusho,shokuba
office_8|xaPZwara_1|noun|juimusho,shokuba
crossover_1|Ara_1|noun|kurosuo-ba-,hodoukyou
saw_1|ArA_1|noun|nokogiri
saw_2|cIra_1|noun|nokogiri
spoke_1|ara_2|noun|supo-ku
spoke_2|SalAkA_1|noun|supo-ku
spoke_3|wIlI_1|noun|supo-ku
Arab_1|araba_1|noun|
Arab_2|arabI_1|noun|
adventurer_1|AraBata_1|noun|
adventurer_2|sAhasika_1|noun|
adventurer_3|sAhasI+yoxXA_1|noun|
clothesline_1|araganI_1|noun|sentakuro-pu
dressing_1|ArAiSa_3|noun|
dressing_2|gaDZAI_1|noun|
dressing_3|tImatAma_2|noun|
dressing_4|xaresI_1|noun|
anarchical_1|arAjaka_2|noun|
chaos_1|arAjakawA_3|noun|kaosu,konton,konran,muchitsujo
chaos_2|avyavasWA_3|noun|kaosu,konton,konran,muchitsujo
chaos_3|baxaamalI_2|noun|kaosu,konton,konran,muchitsujo
chaos_4|XAzXalI_2|noun|kaosu,konton,konran,muchitsujo
chaos_5|xurvyavasWA_1|noun|kaosu,konton,konran,muchitsujo
anarchism_1|arAjakawAvAxa_1|noun|
anarchism_2|arAjakawAvAxiwA_1|noun|
beseeching_1|ArajZUminnawa_3|noun|
beseeching_2|gidZagidZAhata_1|noun|
orchestra_1|ArakestrA_1|noun|o-kesutora
orchestra_2|ArkestrA_1|noun|o-kesutora
orchestra_3|vAxaka+samUha_1|noun|o-kesutora
reservation_1|ArakRaNa_1|noun|yoyaku
reservation_2|ArakRiwa+BUmi_1|noun|yoyaku
reservation_3|CipAva_1|noun|yoyaku
reservation_4|kisI+vaswu+kA+ArakRaNa_1|noun|yoyaku
reservation_5|rakRaNa_2|noun|yoyaku
reservation_6|rijZarveSana_1|noun|yoyaku
reservation_7|surakRaNa_2|noun|yoyaku
reservation_8|surakRiwa+aXikAra_1|noun|yoyaku
reservation_9|xurAva_1|noun|yoyaku
insecure_1|arakRiwa_1|noun|
reserved_1|ArakRiwa_1|verb|
reserved_2|gaMBIra_4|verb|
reserved_3|saMciwa_1|verb|
reserved_4|saMkocI_1|verb|
unprotected_1|arakRiwa_2|verb|
reserve_1|ArakRiwa+ho_1|verb|yoyaku
reserve_2|ArakRiwa+kara_1|verb|yoyaku
reserve_3|bacA+raKa_1|verb|yoyaku
rosy_1|Arakwa_1|adjective|barairono
rosy_2|gulAbI_1|adjective|barairono
reddish_1|Arakwa_2|adjective|akappoi,akamigakatta,akaranda
reddish_2|kuCa+rakwa+varNa_1|adjective|akappoi,akamigakatta,akaranda
reddish_3|lalaCOhAz_1|adjective|akappoi,akamigakatta,akaranda
reddish_4|lalOhAz_1|adjective|akappoi,akamigakatta,akaranda
reddish_5|rawanArA_1|adjective|akappoi,akamigakatta,akaranda
essence_1|arakZa_1|noun|honshitsu
essence_2|arkZa_1|noun|honshitsu
essence_3|iwra_1|noun|honshitsu
essence_4|jAna_2|noun|honshitsu
essence_5|KoyA_1|noun|honshitsu
essence_6|KZulAsA_1|noun|honshitsu
essence_7|labAba_1|noun|honshitsu
essence_8|marma_2|noun|honshitsu
essence_9|mAxxA_3|noun|honshitsu
essence_10|nicodZa_1|noun|honshitsu
essence_11|PalIwArWa_1|noun|honshitsu
essence_12|pAnI_5|noun|honshitsu
essence_13|rUha_3|noun|honshitsu
essence_14|sAra_2|noun|honshitsu
essence_15|sawa_1|noun|honshitsu
essence_16|sawwa_3|noun|honshitsu
essence_17|suAva_1|noun|honshitsu
essence_18|wawwva_4|noun|honshitsu
slanting_1|arAla_2|verb|
slanting_2|DalavAz_2|verb|
slanting_3|wiraCA_2|verb|
slanting_4|wiryak_2|verb|
crooked_1|arAla_3|adjective|
crooked_2|baMka_3|adjective|
crooked_3|baMkima_3|adjective|
crooked_4|beMdZA_2|adjective|
crooked_5|kutila_1|adjective|
crooked_6|PZiwanA_1|adjective|
crooked_7|SAwira_1|adjective|
crooked_8|vakrI_1|adjective|
crooked_9|wiryak_3|adjective|
crooked_10|XUrwa_1|adjective|
rest_1|ArAma_1|noun|
rest_2|cEna_3|noun|
rest_3|SeRa_1|noun|
rest_4|suswA_2|noun|
rest_5|teka_2|noun|
rest_6|virAma_4|noun|
rest_7|viSrAma_1|noun|
rest_8|viSrAMwi_3|noun|
rest_9|xaPanAnA_1|noun|
comfort_1|ArAma_2|noun|kaitekisa
comfort_2|AsAiSa_1|noun|kaitekisa
comfort_3|rAhawa_1|noun|kaitekisa
comfort_4|suBIwA_1|noun|kaitekisa
comfort_5|suKa_4|noun|kaitekisa
comfort_6|sukUna_2|noun|kaitekisa
relief_1|ArAma_3|noun|
relief_2|cEna_4|noun|
relief_3|kumaka_1|noun|
relief_4|maxaxa_2|noun|
relief_5|rAhawa_2|noun|
relief_6|raMga+Ora+SediMga+xvArA+UzcAI+kA+praxarSana_1|noun|
relief_7|sahAyawA_2|noun|
relief_8|uBarI+huI+nakkASI_1|noun|
ease_1|ArAma+kA_1|noun|yawarageru
ease_2|AsAiSa_2|noun|yawarageru
ease_3|AsAnI_1|noun|yawarageru
ease_4|kala_1|noun|yawarageru
ease_5|sugamawA_1|noun|yawarageru
ease_6|viSrAMwi_4|noun|yawarageru
repose_1|ArAma+kara_1|verb|
rest_10|ArAma+kara_2|verb|yasumu
rest_11|teka+para+raKa_1|verb|yasumu
easy-going_1|ArAmapasaMxa_1|verb|
unhurried_1|ArAma+se_1|adjective|
sawmill_1|ArA+maSIna_1|noun|seizaijo
cosy_1|ArAmaxAyaka_1|adjective|ochitsukeru
easy_1|ArAmaxAyaka_2|adjective|kantan,yasashii
easy_2|AsAna_2|adjective|kantan,yasashii
easy_3|sahaja_4|adjective|kantan,yasashii
easy_4|sahala_2|adjective|kantan,yasashii
easy_5|salIsa_2|adjective|kantan,yasashii
easy_6|sarala_3|adjective|kantan,yasashii
easy_7|suboXa_2|adjective|kantan,yasashii
easy_8|sugama_2|adjective|kantan,yasashii
easy_9|sugrAhya_2|adjective|kantan,yasashii
easy_10|sukara_1|adjective|kantan,yasashii
easy_11|sulaBa_1|adjective|kantan,yasashii
restful_1|ArAmaxAyaka_3|adjective|
ease_7|ArAma+xe_1|verb|
ease_8|mUlya+kama+ho_1|verb|
ease_9|wanAva+kama+kara_1|verb|
tuck_1|ArAma+xe_2|verb|oshikomu
tuck_2|cunata+dAla_1|verb|oshikomu
tuck_3|surakRiwa+sWAna+para+raKa_1|verb|oshikomu
inception_1|AramBa_3|noun|kaishi
inception_2|AraMBa_4|noun|kaishi
inception_3|prAraMBa_3|noun|kaishi
inception_4|uwpala_3|noun|kaishi
outset_1|AraMBa_5|noun|
outset_2|SuruvAwa+se+hI_1|noun|
commence_1|AramBa+ho_1|verb|
dawn_1|AraMBa+ho_1|verb|
dawn_2|saberA+ho_1|verb|
originate_1|AraMBa+honA+yA+kara_1|verb|yurai
early_1|AraMBa+kA_1|adjective|
early_2|Axima_1|adjective|
early_3|prAya_3|adjective|
early_4|savere_1|adjective|
early_5|suxOsI_1|adjective|
initiate_1|AramBa+kara_1|verb|kaishi,chakushu,hajimeru
initiate_2|xIkRA+xe_1|verb|kaishi,chakushu,hajimeru
launch_1|AramBa+kara_2|verb|kaishi
launch_2|Coda_1|verb|kaishi
launch_3|pravarwwana+kara_1|verb|kaishi
tyro_1|AraMBa+karanevAlA_1|noun|
initial_1|AraMBika_1|adjective|saisyo,syoki
initial_2|Axi_2|adjective|saisyo,syoki
initial_3|Axya_1|adjective|saisyo,syoki
initial_4|prAraMBika_1|adjective|saisyo,syoki
preliminary_1|AraMBika_2|adjective|yobi
preliminary_2|prAraMBika_2|adjective|yobi
infancy_1|AramBika+avasWA_1|noun|younenki,syoki,osanaikoro,younen,youshou
infancy_2|SESava_1|noun|younenki,syoki,osanaikoro,younen,youshou
forest_1|araNya_1|noun|hayashi,shinrin,mori
forest_2|bana_1|noun|hayashi,shinrin,mori
forest_3|jaMgala_1|noun|hayashi,shinrin,mori
forest_4|vana_2|noun|hayashi,shinrin,mori
forest_5|vanaKaMda_1|noun|hayashi,shinrin,mori
forest_6|vanaprAMwa_1|noun|hayashi,shinrin,mori
forest_7|vipina_1|noun|hayashi,shinrin,mori
wilderness_1|araNya_2|noun|kouya
wilderness_2|biyAbAna_1|noun|kouya
wilderness_3|jaMgala_2|noun|kouya
wilderness_4|nirjana+praxeSa_1|noun|kouya
wilderness_5|ujAdZa_2|noun|kouya
across_1|Ara-pAra_1||
across_2|ke+Upara+yA+sAmane_1||
across_3|pAra_3||
across_4|pare_2||
across_5|saBI+ora_1||
across_6|usa+pAra+se_1||
across_7|vahAz+se+yahAz_1||
arrow-root_1|arArota_1|noun|
period_1|arasA_2|noun|kikan
period_2|avaXi_1|noun|kikan
period_3|GaMtA_1|noun|kikan
period_4|jZamAnA_1|noun|kikan
period_5|kAla_4|noun|kikan
period_6|kAlAvaXi_1|noun|kikan
period_7|mIAxa_1|noun|kikan
period_8|miyAxa_1|noun|kikan
period_9|muxxawa_1|noun|kikan
period_10|rajoXarma_1|noun|kikan
period_11|samaya_2|noun|kikan
period_12|yuga_1|noun|kikan
duration_1|arasA_3|noun|jizokujikan
duration_2|avaXi_2|noun|jizokujikan
duration_3|miyAxa_2|noun|jizokujikan
duration_4|muxxawa_2|noun|jizokujikan
dry_1|arasika_1|adjective|kansoushita
dry_2|KZuSka_1|adjective|kansoushita
dry_3|nIrasa_2|adjective|kansoushita
dry_4|nirjala_1|adjective|kansoushita
dry_5|nirmama_2|adjective|kansoushita
dry_6|rUKA_2|adjective|kansoushita
dry_7|rukRa_2|adjective|kansoushita
dry_8|sUKA_2|adjective|kansoushita
dry_9|suKA_1|adjective|kansoushita
dry_10|SuRka_1|adjective|kansoushita
prosaic_1|arasika_2|noun|
prosaic_2|nIrasa_3|noun|
inaesthetic_1|arasika_3|noun|
taro_1|aravI_1|noun|
bier_1|araWI_1|noun|
bier_2|arWI_1|noun|
bier_3|janAjZA_1|noun|
bier_4|TaTarI_2|noun|
bier_5|tikaTI_1|noun|
worshipper_1|ArAXaka_1|noun|
worshipper_2|pUjaka_1|noun|
worshipper_3|pujArI_1|noun|
worshipper_4|pujEyA_1|noun|
worshipper_5|upAsaka_1|noun|
adorer_1|ArAXaka_2|noun|
adorer_2|pUjaka_2|noun|
adorer_3|pujArI_2|noun|
adorer_4|pujEyA_2|noun|
adorer_5|upAsaka_2|noun|
orderly_6|araxalI_1|noun|
orderly_7|arxalI_2|noun|
orderly_8|kramabaxXa_1|noun|
orderly_9|kZarInAnexAra_1|noun|
worship_1|ArAXanA_1|noun|suuhai
worship_2|arcana_1|noun|suuhai
worship_3|baMxagI_1|noun|suuhai
worship_4|ibAxawa_1|noun|suuhai
worship_5|japawapa_1|noun|suuhai
worship_6|paryuRaNa_1|noun|suuhai
worship_7|pUja_1|noun|suuhai
worship_8|pUjA_1|noun|suuhai
worship_9|pUjana_1|noun|suuhai
worship_10|upAsanA_1|noun|suuhai
worship_11|vaMxanA_1|noun|suuhai
worship_12|xevacaryA_1|noun|suuhai
adoration_1|ArAXanA_2|noun|
adoration_2|arcana_2|noun|
adoration_3|ibAxawa_2|noun|
adoration_4|japawapa_2|noun|
adoration_5|paryuRaNa_2|noun|
adoration_6|pUjA_2|noun|
adoration_7|saja_2|noun|
adoration_8|upAsanA_2|noun|
adoration_9|vaMxana_1|noun|
adoration_10|xevacaryA_2|noun|
adore_1|ArAXanA+kara_1|verb|suukei
adorable_1|ArAXanIya_1|adjective|airashii
adorable_2|ArAXya_1|adjective|airashii
adorable_3|mahanIya_1|adjective|airashii
adorable_4|namanIya_2|adjective|airashii
adorable_5|pUjanIya_1|adjective|airashii
adorable_6|pUjArha_1|adjective|airashii
adorable_7|pUjya_1|adjective|airashii
adorable_8|upAsya_1|adjective|airashii
adorable_9|vaMxanIya_1|adjective|airashii
infant_1|arBaka_1|noun|osanago,akachan,youji,shouni,nyuuji
infant_2|baccA_2|noun|osanago,akachan,youji,shouni,nyuuji
infant_3|SiSu_2|noun|osanago,akachan,youji,shouni,nyuuji
diagram_1|AreKa_1|noun|zumen,zuhyou,daiaguramu
value_1|arGa_1|noun|kachi
value_2|kisI+akRara+xvArA+praxarSiwa+rASi+kA+mUlya_1|noun|kachi
value_3|kZaxara_1|noun|kachi
value_4|kZImawa_1|noun|kachi
value_5|mAliyawa_1|noun|kachi
value_6|mAna_5|noun|kachi
value_7|mUlya_1|noun|kachi
value_8|vajZana_2|noun|kachi
value_9|vakZawa_1|noun|kachi
value_10|xAma_1|noun|kachi
price_1|arGa_2|noun|ka,kakaku,bukka,nedan,ne,puraisu
price_2|kZImawa_2|noun|ka,kakaku,bukka,nedan,ne,puraisu
price_3|mola_1|noun|ka,kakaku,bukka,nedan,ne,puraisu
price_4|mUlya_2|noun|ka,kakaku,bukka,nedan,ne,puraisu
price_5|xAma_2|noun|ka,kakaku,bukka,nedan,ne,puraisu
bar_1|argalA+se+baMxa+kara_1|verb|
bar_2|prawibaMXiwa+kara_1|verb|
qualified_1|arha_1|verb|
qualified_2|arhaMwa_1|verb|
qualified_3|sApekRa_2|verb|
qualified_4|SarwI_1|verb|
qualified_5|saSarwa_1|verb|
qualified_6|sImiwa_2|verb|
qualified_7|sopAXi_1|verb|
qualified_8|viSeRiwa_1|verb|
qualified_9|yogya_1|verb|
competent_1|arha_2|adjective|yuunou,yuushuu,nouryokugaaru
competent_2|arhaMwa_2|adjective|yuunou,yuushuu,nouryokugaaru
competent_3|kAryakRama_1|adjective|yuunou,yuushuu,nouryokugaaru
competent_4|kZAbila_1|adjective|yuunou,yuushuu,nouryokugaaru
competent_5|lAyakZa_2|adjective|yuunou,yuushuu,nouryokugaaru
competent_6|sakRama_1|adjective|yuunou,yuushuu,nouryokugaaru
competent_7|samarWa_1|adjective|yuunou,yuushuu,nouryokugaaru
competent_8|yogya_2|adjective|yuunou,yuushuu,nouryokugaaru
qualification_1|arhawA_1|noun|
qualification_2|liyAkZawa_2|noun|
qualification_3|upAXi_2|noun|
qualification_4|yogyawA_2|noun|
competence_1|arhawA_2|noun|
competence_2|kRamawA_2|noun|
competence_3|kZAbaliyawa_1|noun|
competence_4|sAmarWya_2|noun|
competence_5|sAmarWyawA_1|noun|
competence_6|yogyawA_3|noun|
enemy_1|ari_1|noun|teki
enemy_2|bErI_1|noun|teki
enemy_3|ripu_1|noun|teki
enemy_4|Sawru_1|noun|teki
enemy_5|vErI_1|noun|teki
enemy_6|xuSmana_1|noun|teki
hand-saw_1|ArI_1|noun|
temporary_1|ArijZI_1|adjective|kasetsu,rinji,ichijiteki,kari
temporary_2|asWAyI_2|adjective|kasetsu,rinji,ichijiteki,kari
temporary_3|calawU_1|adjective|kasetsu,rinji,ichijiteki,kari
disastrous_1|ariRta_3|adjective|hisan
disastrous_2|vinASI_1|adjective|hisan
disastrous_3|xurGatanApUrNa_1|adjective|hisan
radial_1|arIya_1|adjective|houshajou
acquirer_1|arjaka_1|noun|
earner_1|arjaka_2|noun|
acquisition_1|arjana_1|noun|kakutoku,shutoku,shuutoku
acquisition_2|aXyApwi_1|noun|kakutoku,shutoku,shuutoku
acquisition_3|prApwi_2|noun|kakutoku,shutoku,shuutoku
acquisition_4|prawipawwi_1|noun|kakutoku,shutoku,shuutoku
acquisition_5|saMprApwi_1|noun|kakutoku,shutoku,shuutoku
acquisition_6|sixXi_2|noun|kakutoku,shutoku,shuutoku
acquisition_7|upArjana_1|noun|kakutoku,shutoku,shuutoku
earning_1|arjana_2|verb|
earning_2|arjanaSIla_1|verb|
earning_3|kamAI_1|verb|
earning_4|kamAsuwa_1|verb|
earning_5|kamAU_1|verb|
earning_6|upArjana_2|verb|
earning_7|xravyArjana_1|verb|
acquire_1|arjana+kara_1|verb|shuutoku,mi ni tsukeru
acquisitive_1|arjanaSIla_2|noun|
width_1|arjZa_3|noun|haba
width_2|cOdZAI_1|noun|haba
width_3|pAta_2|noun|haba
width_4|PAzta_1|noun|haba
width_5|xIrGawA_1|noun|haba
prayer_1|arjZa_4|noun|negaigoto,inori,kigan
prayer_2|baMxagI_2|noun|negaigoto,inori,kigan
prayer_3|namAjZa_1|noun|negaigoto,inori,kigan
prayer_4|praNiXAna_1|noun|negaigoto,inori,kigan
prayer_5|prArWanA_3|noun|negaigoto,inori,kigan
prayer_6|swuwi_2|noun|negaigoto,inori,kigan
prayer_7|vinawI_3|noun|negaigoto,inori,kigan
prayer_8|xuA_1|noun|negaigoto,inori,kigan
prayer_9|yAMcA_2|noun|negaigoto,inori,kigan
submission_1|arjZahAla_1|noun|teichutsu,moushide
submission_2|gujZAriSa_3|noun|teichutsu,moushide
submission_3|nivexana_4|noun|teichutsu,moushide
submission_4|praswuwi_1|noun|teichutsu,moushide
supplicant_1|arjZamaMxa_1|noun|
supplicant_2|nivexaka_1|noun|
petition_1|arjZI_2|noun|tangan
