english|hindi|type|pronunciation
restricted_2|bAXiwa_2|adjective|
restricted_3|mahaxUxa_1|adjective|
restricted_4|miwa_1|adjective|
restricted_5|pAbaMxa_3|adjective|
restricted_6|prawibaxXa_1|adjective|
restricted_7|sImiwa_1|adjective|
insulting_1|apamAnajanaka_1|verb|
disgrace_16|apamAna+kara_1|verb|
insult_16|apamAna+kara_2|verb|kizu tsukeru
libel_1|apamAnaleKa_1|noun|meiyohiki
slander_1|apamAnavacana_1|noun|chuushou
slander_2|apavacana_1|noun|chuushou
slander_3|apavAxa_1|noun|chuushou
slander_4|baxanAmI_2|noun|chuushou
slander_5|lAMCana_1|noun|chuushou
slander_6|lAMCanA_1|noun|chuushou
slander_7|miWyApavAxa_1|noun|chuushou
slander_8|pravAxa_1|noun|chuushou
slander_9|wohamawa_1|noun|chuushou
disgraced_1|apamAniwa_2|verb|
disgraced_2|aprawiRTiwa_1|verb|
disgraced_3|jZalIla_2|verb|
disgraced_4|kalaMkiwa_1|verb|
disgraced_5|kanOdZA_3|verb|
disgraced_6|rusavA_1|verb|
maim_1|apaMga+bana_1|verb|
adulteration_1|apamiSraNa_1|noun|
adulteration_2|milAvata_1|noun|
coroner_1|apamqwyu+kA+kAraNa+jFAwa+karanevAlA+aPZasara_1|noun|kenshikan
cordiality_1|apanApana_1|noun|
cordiality_2|AwmIyawA_2|noun|
cordiality_3|garmajoSI_1|noun|
cordiality_4|mEwrI_1|noun|
defend_1|apanA+sWAna+banAe+raKa_1|verb|mamoru,bengo
defend_2|bacA_1|verb|mamoru,bengo
defend_3|rakRA+kara_1|verb|mamoru,bengo
defend_4|sarmaWana+xe_1|verb|mamoru,bengo
flatus_1|apAnavAyu_1|noun|
lobby_1|apane+pakRa+meM+janamawa+wEyAra+kara_1|verb|
solvent_1|apane+qNa+cukAne+meM+samarWa_1|adjective|
incur_1|apane+Upara+le_1|verb|maneku,futan suru
displace_1|apanI+jagaha+se+hatA+xe_1|verb|
displace_2|xUsaroM+kA+sWAna+le_1|verb|
misinterpretation_1|apanirvacana_1|noun|
misinterpretation_2|apavivqwi_1|noun|
tympanitis_1|aPArA_1|noun|
shoreless_1|apAra_4|noun|
later_1|apara_4||
later_2|paravarwI_2||
later_3|paSca_2||
later_4|uwwaravarwI_2||
later_5|apara_5|adjective|
later_6|bAxakA_2|adjective|
later_7|bAxameM_1|adjective|
later_8|paravarwI_3|adjective|
later_9|paSca_3|adjective|
later_10|uwwara_1|adjective|
later_11|uwwaravarwI_3|adjective|
latter_1|apara_6|adjective|kou
latter_2|paSca_4|adjective|kou
latter_3|piCalA_2|adjective|kou
inferior_1|apara_7|adjective|warui,soaku,niryuu,shita,rettou
inferior_2|avara_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_3|axanA_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_4|aXovarwI_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_5|ErA-gZErA_2|adjective|warui,soaku,niryuu,shita,rettou
inferior_6|GatiyA_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_7|hIna_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_8|nIca_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_9|nikqRta_1|adjective|warui,soaku,niryuu,shita,rettou
inferior_10|nyUna_2|adjective|warui,soaku,niryuu,shita,rettou
inferior_11|raxxI_2|adjective|warui,soaku,niryuu,shita,rettou
inferior_12|saswA_1|adjective|warui,soaku,niryuu,shita,rettou
disaffection_1|aparAga_1|noun|
impermeable_1|apAragamya_1|noun|
moreover_1|aparaMca_2|adjective|
moreover_2|suwarAM_1|adjective|
moreover_3|wo_1|adjective|
furthermore_1|aparaMca_3|adjective|
crime_1|aparAXa_1|noun|zaika,zaigou,hankou,hanzai,akuji,jihan,tsumi
crime_2|jurma_1|noun|zaika,zaigou,hankou,hanzai,akuji,jihan,tsumi
offence_1|aparAXa_2|noun|
offence_2|jurma_2|noun|
fault_1|aparAXa_3|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_2|avaguNa_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_3|BUla_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_4|burAI_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_5|cUka_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_6|gunAha_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_7|gZalawI_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_8|KZarAbI_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_9|kZasUra_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_10|KZawA_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_11|kZusUra_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_12|nukawA_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_13|nukZsa_2|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_14|xoRa_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
fault_15|xurguNa_1|noun|sei,kekkan,ayamachi,shittai,nanten,foruto,nankuse
guilt_1|aparAXa_4|noun|zaiakukan
guilt_2|aparAXa+boXa_1|noun|zaiakukan
guilt_3|gunAha_3|noun|zaiakukan
guilt_4|kZasUra_2|noun|zaiakukan
guilt_5|KZawA_2|noun|zaiakukan
guilt_6|xoRa_2|noun|zaiakukan
perpetration_1|aparAXa+karma_1|noun|
erosion_1|aparaxana_1|noun|shinshoku
erosion_2|kAta_2|noun|shinshoku
erosion_3|katAva_2|noun|shinshoku
opaque_1|apAraxarSI_1|noun|
opaque_2|pArAMXa_1|noun|
opacity_1|apAraxarSiwA_1|noun|futoumeido
confession_1|aparAXa+svIkqwi_1|noun|jihaku
confession_2|AwmasvIkqwi_1|noun|jihaku
confession_3|ikZabAla_3|noun|jihaku
confession_4|kZabUla_2|noun|jihaku
confession_5|svIkArokwi_1|noun|jihaku
confession_6|wasalIma_2|noun|jihaku
conviction_1|aparAXa+sWApana_1|noun|
conviction_2|iwamInAna_1|noun|
conviction_3|niSAKZAwira_1|noun|
conviction_4|prawIwi_2|noun|
conviction_5|prawyaya_2|noun|
conviction_6|xilajamaI_1|noun|
conviction_7|xqDZa+viSvAsa_1|noun|
criminologist_1|aparAXavijFa_1|noun|
criminology_1|aparAXavijFAna_1|noun|
exterritoriality_1|aparaxeSIyawA_1|noun|
guilty_1|aparAXI_1|adjective|
guilty_2|gunahagAra_1|adjective|
guilty_3|kZasUravAra_1|adjective|
guilty_4|xosAlA_1|adjective|
offending_1|aparAXI_2|verb|
offending_2|CedZa_1|verb|
criminal_1|AparAXika_1|adjective|keijijou
criminal_2|jarAyamapeSA_1|adjective|keijijou
criminal_3|POjaxArI+kA_1|adjective|keijijou
convict_1|aparAXI+TaharA_1|verb|yuuzaihanketsuwokudasu
apprentice_1|apareMtisa_1|noun|minarai
apprentice_2|SAgirxa_1|noun|minarai
apprentice_3|siKanOtA_1|noun|minarai
apprentice_4|SikRu_1|noun|minarai
operation_1|ApareSana_1|noun|un'ei,shujutsu
operation_2|cAlana_1|noun|un'ei,shujutsu
operation_3|cIra+PAdZa_1|noun|un'ei,shujutsu
operation_4|pracAlana_1|noun|un'ei,shujutsu
operation_5|pravarwwana_3|noun|un'ei,shujutsu
operation_6|saMkriyA_1|noun|un'ei,shujutsu
undefined_1|apariBARiwa_1|adjective|
renunciation_1|aparigraha_1|noun|
renunciation_2|pariwyAga_2|noun|
renunciation_3|pravajana_1|noun|
renunciation_4|pravajanajyA_1|noun|
renunciation_5|saMnyAsa_1|noun|
renunciation_6|sanyAsa_1|noun|
renunciation_7|virAga_2|noun|
renunciation_8|yawiXarma_1|noun|
possessionlessness_1|aparigraha_2|noun|
indispensation_1|aparihAra_1|noun|
indispensible_1|aparihArya_3|noun|
afternoon_1|aparihma_1|noun|gogo,afutanu-n,hirusugi
afternoon_2|wIsarA+pahara_1|noun|gogo,afutanu-n,hirusugi
unexamined_1|aparikRiwa_1|verb|
untested_1|aparikRiwa_2|verb|
untried_1|aparikRiwa_3|verb|
measureless_1|aparimiwa_4|noun|
indeterminate_1|aparimiwa_5|adjective|futeiki
unripened_1|aparipakva_2|verb|
uncorroborated_1|aparipuRta_1|verb|
unconfirmed_1|aparipuRta_2|adjective|
unconfirmed_2|apuRta_1|adjective|
unrefined_1|apariRkqwa_2|verb|
unrefined_2|asaMskqwa_2|verb|
unchanging_1|aparivarwanaSIla_2|adjective|
unchanging_2|aparivarwI_3|adjective|
unchanging_3|niyawa_3|adjective|
unchangeable_1|aparivarwanIya_3|noun|
unchanged_1|aparivarwiwa_1|adjective|
unaltered_1|aparivarwiwa_2|adjective|
unmodified_1|aparivarwiwa_3|verb|
direct_1|aparokRa_1|adjective|chokusetsu
direct_2|aSliRta_2|adjective|chokusetsu
direct_3|iiKa+BejanA_1|adjective|chokusetsu
direct_4|prawyakRa_2|adjective|chokusetsu
direct_5|sarala_2|adjective|chokusetsu
direct_6|sIJA_2|adjective|chokusetsu
direct_7|sIXA_5|adjective|chokusetsu
visible_1|aparokRa_2|adjective|menimieru,kashi
visible_2|prawyakRa_3|adjective|menimieru,kashi
visible_3|xqSya_1|adjective|menimieru,kashi
visible_4|xqSyamAna_3|adjective|menimieru,kashi
tangible_1|aparokRa_3|adjective|yuukei,meikaku,gutaiteki
tangible_2|mUrwa_1|adjective|yuukei,meikaku,gutaiteki
tangible_3|prawyakRa_4|adjective|yuukei,meikaku,gutaiteki
tangible_4|sAKZAw_1|adjective|yuukei,meikaku,gutaiteki
tangible_5|sparSa+yogya_1|adjective|yuukei,meikaku,gutaiteki
tangible_6|xqSyamAna_4|adjective|yuukei,meikaku,gutaiteki
ugly_1|aparUpa_2|adjective|minikui,aku
ugly_2|asuMxara_1|adjective|minikui,aku
ugly_3|BaxxA_3|adjective|minikui,aku
ugly_4|BoMdZA_1|adjective|minikui,aku
ugly_5|gaMxA_2|adjective|minikui,aku
ugly_6|kurupa_1|adjective|minikui,aku
ugly_7|kurUpa_1|adjective|minikui,aku
ugly_8|vixrUpa_1|adjective|minikui,aku
grotesque_1|aparUpa_3|adjective|gurotesuku
grotesque_2|virupa_1|adjective|gurotesuku
spiritual_1|apArWiva_3|adjective|seishinteki
spiritual_2|Awmika_1|adjective|seishinteki
spiritual_3|AXyAwmika_1|adjective|seishinteki
spiritual_4|rUhAnI_1|adjective|seishinteki
inadequate_1|aparyApwa_1|adjective|futekisetu,fusoku,fujuubun
insufficient_1|aparyApwa_2|adjective|fujuubun,sukunai,miman
fail_1|aparyApwa+ho_1|verb|shippai,ochiru,sokonau
fail_2|asaPala+ho_1|verb|shippai,ochiru,sokonau
fail_3|cUka_3|verb|shippai,ochiru,sokonau
fail_4|kamI+ho_1|verb|shippai,ochiru,sokonau
fail_5|samApwa+ho+jA_1|verb|shippai,ochiru,sokonau
abuse_1|apaSabxa_1|noun|reiba
abuse_2|aXika+xurupayoga_1|noun|reiba
abuse_3|gAlI_2|noun|reiba
abuse_4|girA_2|noun|reiba
abuse_5|xurvacana_1|noun|reiba
ill-omen_1|apaSakuna_1|noun|
abnormal_1|apasAmAnya_1|adjective|hentaiteki,namihazure,abuno-maru
abnormal_2|aprakqwa_1|adjective|hentaiteki,namihazure,abuno-maru
abnormal_3|aprAkqwa_2|adjective|hentaiteki,namihazure,abuno-maru
abnormal_4|asAmAnya_2|adjective|hentaiteki,namihazure,abuno-maru
divergence_1|apasaraNa_1|noun|
divergence_2|apasqwi_1|noun|
divergence_3|Bexa_6|noun|
divergence_4|viprawipawwi_1|noun|
mutual_1|ApasI_2|adjective|sougo,souhouno,tagai
mutual_2|bAhama_2|adjective|sougo,souhouno,tagai
mutual_3|paraspara_1|adjective|sougo,souhouno,tagai
mutual_4|pArasparika_2|adjective|sougo,souhouno,tagai
mutual_5|parasvara_1|adjective|sougo,souhouno,tagai
waste_1|apaSiRta_1|noun|haikibutsu
waste_2|gavAz_1|noun|haikibutsu
waste_3|gazvA_1|noun|haikibutsu
waste_4|jZAyA_1|noun|haikibutsu
waste_5|kRaya_1|noun|haikibutsu
waste_6|nASa_1|noun|haikibutsu
waste_7|PeMka_3|noun|haikibutsu
waste_8|PUzka_2|noun|haikibutsu
waste_9|raxxI_3|noun|haikibutsu
waste_10|ucCiRta_1|noun|haikibutsu
residual_1|apaSiRta_2|noun|
residual_2|rahAsahA_1|noun|
relation_1|ApasI+sambanXa_1|noun|
relation_2|laswagA_3|noun|
relation_3|nAwA_2|noun|
relation_4|riSwA_2|noun|
relation_5|riSwexAra_1|noun|
relation_6|saMbaMXa_3|noun|
relation_7|sanxarBa_1|noun|
relation_8|vAswA_2|noun|
relation_9|vyavahAr_1|noun|
relation_10|wAllukZa_1|noun|
heresy_1|apasixXAMwa_1|noun|itan
heresy_2|apaXarma_1|noun|itan
heresy_3|kuPZ_1|noun|itan
heresy_4|nAswikawA_2|noun|itan
heresy_5|vEXarmya_1|noun|itan
heresy_6|viXarma_1|noun|itan
epilepsy_1|apasmAra_1|noun|
epilepsy_2|miragI_1|noun|
eclampsia_1|apasmAra_2|noun|
deflation_1|apasPIwi_1|noun|
deflation_2|avasPIwi_1|noun|
deflation_3|picaka_2|noun|
varicosity_1|apasPIwi_2|noun|
apophysis_1|apasUwra_1|noun|
selfish_1|apasvArWI_1|adjective|wagamama,rikoteki,jikochuushin,jibunkatte
selfish_2|KZuxagZarajZa_1|adjective|wagamama,rikoteki,jikochuushin,jibunkatte
selfish_3|mawalabI_1|adjective|wagamama,rikoteki,jikochuushin,jibunkatte
selfish_4|svArWaparAyaNa_1|adjective|wagamama,rikoteki,jikochuushin,jibunkatte
selfish_5|svArWI_1|adjective|wagamama,rikoteki,jikochuushin,jibunkatte
afternoon_3|APataranUna_1||
unread_1|apaTiwa_1|verb|
uneducated_1|apaTiwa_2|verb|
uneducated_2|aSikRiwa_3|verb|
uneducated_3|kupaDZa_2|verb|
uneducated_4|lAilma_2|verb|
uneducated_5|nirakRara_5|verb|
illegible_1|apATya_1|noun|
illegible_2|Gicapica_2|noun|
unreadable_1|apATya_2|noun|
worthless_1|apATya_3|adjective|
worthless_2|asAra_2|adjective|
worthless_3|avaxya_1|adjective|
worthless_4|nagaNya_1|adjective|
worthless_5|nAlAyakZa_4|adjective|
worthless_6|nigodZA_3|adjective|
worthless_7|nikammA_5|adjective|
worthless_8|niKattU_3|adjective|
worthless_9|nipaMga_2|adjective|
worthless_10|nirarWaka_4|adjective|
worthless_11|nissAra_1|adjective|
worthless_12|nissawwva_1|adjective|
worthless_13|PZajZUla_3|adjective|
worthless_14|raxxI_4|adjective|
worthless_15|sadZiyala_1|adjective|
worthless_16|WoWA_1|adjective|
calumny_1|apavacana_2|noun|fugen,chuushou
calumny_2|apavAxa_2|noun|fugen,chuushou
calumny_3|parivAxa_2|noun|fugen,chuushou
calumny_4|pravAxa_2|noun|fugen,chuushou
drainage_1|apavAha_1|noun|haisui
drainage_2|jala-nikAsa_1|noun|haisui
drainage_3|pAnI+kA+nikAsa_1|noun|haisui
report_1|aPavAha_2|noun|houkoku
report_2|AvAjZa_2|noun|houkoku
report_3|prawivexana_1|noun|houkoku
report_4|rapata_1|noun|houkoku
report_5|riporta_1|noun|houkoku
report_6|uxaMwa_1|noun|houkoku
report_7|vivaraNa_3|noun|houkoku
report_8|vqwwAMwa_2|noun|houkoku
outflow_1|apavAha_2|noun|
outflow_2|bahAva_1|noun|
outflow_3|bahirgamana_1|noun|
outflow_4|niHsrAva_1|noun|
outflow_5|nissaraNa_1|noun|
drift_1|apavAha_3|noun|
drift_2|apavahana_1|noun|
drift_3|baha_2|noun|
sink_1|apavAhikA_1|noun|senmendai,nagashi
sink_2|bETa_1|noun|senmendai,nagashi
sink_3|bora_1|noun|senmendai,nagashi
sink_4|dUba_1|noun|senmendai,nagashi
sink_5|dUba+jA_1|noun|senmendai,nagashi
sink_6|gAdZa_1|noun|senmendai,nagashi
sink_7|malakUpa_1|noun|senmendai,nagashi
sink_8|Xasaka_1|noun|senmendai,nagashi
sink_9|XasamasA_1|noun|senmendai,nagashi
repelling_1|apavAraNa_1|noun|
repeal_1|apavAraNa_2|noun|
exclusion_1|apavarjana_1|noun|haijo
exclusion_2|paryasana_1|noun|haijo
exclusive_1|apavarjanavarjI_1|noun|
excluded_1|apavarjiwa_1|verb|
excluded_2|paryaswa_1|verb|
regression_1|apavarwana_2|noun|taikou
regression_2|apavarwIwA_1|noun|taikou
regression_3|paravarwana_2|noun|taikou
regression_4|prawigamana_1|noun|taikou
regressiveness_1|apavarwIwA_2|noun|
abductivity_1|apavarwIwA_3|noun|
factor_1|apavarwya_1|noun|inshi
factor_2|Gataka_1|noun|inshi
factor_3|KaMda_6|noun|inshi
factor_4|kAraka_1|noun|inshi
factor_5|nimiwwa_4|noun|inshi
factor_6|wawwva_3|noun|inshi
divisor_1|apavarwya_2|noun|inshi
divisor_2|BAjaka_1|noun|inshi
exception_1|apavAxa_3|noun|reigai
exception_2|ewarAjZa_1|noun|reigai
mistrial_1|apavicAra_1|noun|
unholy_1|apaviwra_1|noun|
unholy_2|nApAka_1|noun|
unholy_3|pApAwmA_1|noun|
impure_1|apaviwra_2|noun|
impure_2|aSuxXa_2|noun|
desecrated_1|apaviwra_3|noun|
profane_2|apaviwra_4|adjective|boutokuteki
profane_3|aXArmika_1|adjective|boutokuteki
profane_4|kaluRiwa_2|adjective|boutokuteki
defile_1|apaviwra+kara_1|verb|
defile_2|xURiwa+kara_1|verb|
pollute_1|apaviwra+kara_2|verb|yogosu,osen
profanity_1|apaviwrawA_1|noun|
excrescence_1|apavqXxi_1|noun|
wastefulness_1|apavyaya_1|noun|
squandering_1|apavyaya_2|verb|
squandering_2|gazvAU_1|verb|
squandering_3|lutAU_1|verb|
squandering_4|udZAU_1|verb|
wastage_1|apavyaya_3|noun|haiki,mudatsukai,haisui,shoumou
wastage_2|CIja_1|noun|haiki,mudatsukai,haisui,shoumou
wastage_3|CIjana_2|noun|haiki,mudatsukai,haisui,shoumou
wastage_4|kRawi_4|noun|haiki,mudatsukai,haisui,shoumou
squanderer_1|apavyayavyayI_2|noun|
squanderer_2|udZAUKAU_1|noun|
emergency_1|ApAw_1|noun|kinkyuujitai
emergency_2|ApAwa_1|noun|kinkyuujitai
emergency_3|ApawkAla_1|noun|kinkyuujitai
emergency_4|saMkata_2|noun|kinkyuujitai
catastrophe_1|ApAwa_2|noun|wazawai,katasutorofu,daisanji,hakyoku,katasutorofi-
catastrophe_2|pralaya_1|noun|wazawai,katasutorofu,daisanji,hakyoku,katasutorofi-
emergently_1|ApAwawa:_1|noun|
emergent_1|ApAwika_1|adjective|kinkyuu
emergent_2|uxgAmI_1|adjective|kinkyuu
weed_1|apawqNa_1|noun|zassou
weed_2|GAsa-pAwa_1|noun|zassou
weed_3|GAsa+PUsa_1|noun|zassou
weed_4|KarapawavAra_1|noun|zassou
weed_5|nirA_4|noun|zassou
undeserving_1|apAwra_3|verb|
undeserving_2|nAkZAbila_2|verb|
undeserving_3|nAmAkZUla_2|verb|
unworthiness_1|apAwrawA_1|noun|
unworthiness_2|nAkZAbiliyawa_2|noun|
unworthiness_3|nAlAyakZakZI_1|noun|
appeasement_1|apawuRti_1|noun|
appeasement_2|manAvana_2|noun|
appeasement_3|manuhAra_2|noun|
appeasement_4|samArAXana_2|noun|
appeasement_5|woRa_1|noun|
appeasement_6|wuRtIkaraNa_1|noun|
objection_1|Apawwi_2|noun|
objection_2|ewarAjZa_2|noun|
objection_3|hujjawa_1|noun|
objection_4|ujra_1|noun|
objection_5|viroXa_1|noun|
predicament_1|Apawwi_3|noun|kukyou,kyuuchi,konnan
predicament_2|xuravasWA_1|noun|kukyou,kyuuchi,konnan
predicament_3|xurgawi_1|noun|kukyou,kyuuchi,konnan
predicament_4|xurxaSA_1|noun|kukyou,kyuuchi,konnan
insalubrious_1|apaWya_1|noun|
child_1|apawya_2|noun|kodomo
child_2|baccA_1|noun|kodomo
child_3|bAla_1|noun|kodomo
child_4|bAlaka_1|noun|kodomo
child_5|SiSu_1|noun|kodomo
child_6|SiSuka_1|noun|kodomo
child_7|tAbara_1|noun|kodomo
unwholesome_1|apaWya_2|noun|
unwholesome_2|asuMxara_2|noun|
unhealthy_1|apaWya_3|adjective|
unhealthy_2|asvasWa_1|adjective|
unhealthy_3|asvasWA_1|adjective|
distress_1|ApaxA_2|noun|
distress_2|APZawa_2|noun|
distress_3|bipawA_1|noun|
distress_4|garxiSa_1|noun|
distress_5|Iwi_2|noun|
distress_6|kaRta_1|noun|
distress_7|kRoBa_2|noun|
distress_8|saMwApa_2|noun|
distress_9|sAzsawa_1|noun|
distress_10|uwwApa_1|noun|
distress_11|vipawwi_2|noun|
distress_12|vipax_2|noun|
distress_13|wakalIPZa_1|noun|
distress_14|xuHKa_2|noun|
distress_15|xurgawi_2|noun|
adversity_1|ApaxA_3|noun|
adversity_2|kuxina_1|noun|
adversity_3|prawikUlawA_1|noun|
adversity_4|SAmawa_2|noun|
hazardous_1|ApaxApanna_1|adjective|yuugai
hazardous_2|joKimI_1|adjective|yuugai
hazardous_3|KawaranAka_1|adjective|yuugai
hazardous_4|KZawaranAka_1|adjective|yuugai
hazardous_5|sakaMtaka_1|adjective|yuugai
self-interest_1|ApAXApI_1|noun|
self-interest_2|gZarajZa_1|noun|
insignificant_1|apaxArWa_1|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_2|axanA_2|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_3|bApurA_2|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_4|CotA_3|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_5|nagaNya_2|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_6|nirarWaka_5|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
insignificant_7|wucCa_1|adjective|wazukana,muimi,kinshou,suzumenonamida,namonai,tsumaranai
deposed_1|apaxasWa_1|verb|
fulfill_1|apekRAez+pUrI+kara_1|verb|hatasu,mattō suru
fulfill_2|pUrA+kara_2|verb|hatasu,mattō suru
comparative_1|ApekRika_1|adjective|hikaku
comparative_2|wulanAwmaka_1|adjective|hikaku
relative_1|ApekRika_2|adjective|
relative_2|sApekRa_1|adjective|
expected_1|apekRiwa_1|verb|
expected_2|prawyASiwa_1|verb|
requisite_1|apekRiwa_2|adjective|hitsuyou
also_1|apI_1|adjective|
also_2|BI_1|adjective|
also_3|isake+sAWa+hI_1|adjective|
also_4|ucaka_1|adjective|
appeal_1|apIla_1|noun|aigan,tangan,aiso,motome,konsei,api-ru
appeal_2|jazca_1|noun|aigan,tangan,aiso,motome,konsei,api-ru
inundation_1|AplAvana_1|noun|
inundation_2|bADZa_1|noun|
inundation_3|jalaplAvana_1|noun|
inundation_4|plAvana_1|noun|
immersion_1|AplAvana_2|noun|shinseki
immersion_2|avagAhana_1|noun|shinseki
immersion_3|nimajjana_1|noun|shinseki
immersed_1|AplAviwa_1|noun|
immersed_2|gZarakZa_1|noun|
immersed_3|magna_3|noun|
immersed_4|pariplAviwa_1|noun|
inundated_1|AplAviwa_2|noun|
inundated_2|plAviwa_1|noun|
observe_1|apnA+mawa_1|verb|kansatsu
observe_2|niyamoM+kA+pAlana+kara_1|verb|kansatsu
observe_3|rIwirivAjZoM+kA+pAlana+kara_1|verb|kansatsu
observe_4|xeKa_3|verb|kansatsu
drift_4|apoDZa+bAlU+rewI_1|verb|hyouryuu
drift_5|pravAhiwa+kara_1|verb|hyouryuu
malnutrition_1|apoRaNa_1|noun|eiyousicchou
malnutrition_2|kupoRaNa_1|noun|eiyousicchou
divine_2|apOrUReya_1|adjective|kamino
divine_3|Bavya_2|adjective|kamino
divine_4|BAzpa_1|adjective|kamino
divine_5|gZEbI_1|adjective|kamino
divine_6|ISvarIya_1|adjective|kamino
divine_7|svargika_2|adjective|kamino
divine_8|xEvI_2|adjective|kamino
divine_9|xEvika_1|adjective|kamino
divine_10|xivya_4|adjective|kamino
ineffective_1|apraBAvI_2|adjective|mukou,munou,munashii
ineffective_2|lacara_3|adjective|mukou,munou,munashii
ineffective_3|moGa_1|adjective|mukou,munou,munashii
ineffective_4|niRPala_2|adjective|mukou,munou,munashii
ineffective_5|niRpraBAva_2|adjective|mukou,munou,munashii
ineffective_6|vqWA_2|adjective|mukou,munou,munashii
ineffective_7|vyarWa_3|adjective|mukou,munou,munashii
immune_1|apraBAviwa_2|adjective|men'eki
resist_1|apraBAviwa+raha_1|verb|taeru,teikou
resist_2|takkara+le_1|verb|taeru,teikou
resist_3|viroXa+kara_1|verb|taeru,teikou
obsolescence_1|apracalana_1|noun|
obsolescence_2|lopa_2|noun|
obsolescence_3|vilopa_2|noun|
obsolete_1|apracaliwa_1|adjective|jidaiokureno
obsolete_2|lupwa_2|adjective|jidaiokureno
obsolete_3|vilupwa_2|adjective|jidaiokureno
antiquated_1|apracaliwa_2|adjective|furui
antiquated_2|muxxawI_1|adjective|furui
uncurrent_1|apracaliwa_3|noun|
unpublished_1|aprakASiwa_1|adjective|
unexposed_1|aprakASiwa_2|verb|
unexposed_2|sAvaraNa_3|verb|
undisclosed_1|aprakASiwa_3|verb|
hidden_1|aprakata_2|verb|
hidden_2|gupwa_2|verb|
hidden_3|lupwa_3|verb|
hidden_4|nigUDZa_3|verb|
hidden_5|pihiwa_4|verb|
hidden_6|poSIxA_2|verb|
hidden_7|pracCanna_5|verb|
invisible_1|aprakata_3|adjective|mienai
invisible_2|aprawyakRa_1|adjective|mienai
invisible_3|asUJa_1|adjective|mienai
invisible_4|axqSya_2|adjective|mienai
invisible_5|parokRa_4|adjective|mienai
tacit_1|aprakata_4|noun|
tacit_2|mOna_3|noun|
unnatural_1|aprAkqwa_3|adjective|
unnatural_2|aprakqwa_2|adjective|
unnatural_3|asvABAvika_1|adjective|
unauthoritative_1|aprAmANika_1|noun|
inauthentic_1|aprAmANika_2|noun|
inauthentic_2|kaccA_8|noun|
unauthoritativeness_1|aprAmANikawA_1|noun|
inauthenticity_1|aprAmANikawA_2|noun|
unobtained_1|aprApwa_3|verb|
minor_1|aprApwavaya_1|noun|miseinensha
minor_2|bAlaka_2|noun|miseinensha
minor_3|CotAmotA_2|noun|miseinensha
minor_4|Cutaputa_2|noun|miseinensha
minor_5|nAbAligZa_2|noun|miseinensha
displeased_1|apraSanna_1|noun|
displeased_2|aprasanna_1|noun|
displeased_3|KZaPZA_1|noun|
displeased_4|nArAjZa_1|noun|
displeased_5|ruRta_2|noun|
unhappy_1|aprasanna_2|adjective|fukou
unhappy_2|xuHKamaya_1|adjective|fukou
unhappy_3|xuHKI_1|adjective|fukou
unhappy_4|xuHKiwa_1|adjective|fukou
offend_1|aprasanna+kara_1|verb|kibunwogaisuru,okoraseru
unhappiness_1|aprasannawA_1|noun|
unhappiness_2|nAKZuSI_1|noun|
unhappiness_3|xilagIrI_1|noun|
unhappiness_4|xuHKa_3|noun|
displeasure_1|aprasannawA_2|noun|
displeasure_2|KZaPZagI_1|noun|
displeasure_3|nAKZuSI_2|noun|
displeasure_4|nArAjZagI_1|noun|
displeasure_5|tetI_1|noun|
obscure_1|aprasixXa_1|adjective|
obscure_2|arUDZa_1|adjective|
obscure_3|aspaRta_3|adjective|
obscure_4|gahana_3|adjective|
obscure_5|gUDZa_1|adjective|
obscure_6|nigUDZa_4|adjective|
obscure_7|nigUDZArWa_1|adjective|
